GEOHASH,latitude,longitude,mean_daily_vehicle_count,mean_speed_kmh,peak_hour_vehicle_count,total_vehicle_count
sxk3hz,40.9982299804688,28.6907958984375,4954.63,52.46,748,94138
sxk3j5,40.9762573242188,28.7017822265625,119.26,20.28,34,2266
sxk3j6,40.9707641601563,28.7127685546875,428.58,22.49,95,8143
sxk3j7,40.9762573242188,28.7127685546875,986.26,23.8,173,18739
sxk3jd,40.9707641601563,28.7237548828125,571.74,26.89,120,10863
sxk3je,40.9762573242188,28.7237548828125,670.53,19.92,105,12740
sxk3jf,40.9707641601563,28.7347412109375,506.74,26.91,129,9628
sxk3jg,40.9762573242188,28.7347412109375,5725.89,46.67,871,108792
sxk3jh,40.9817504882813,28.7017822265625,1164.11,36.58,193,22118
sxk3jj,40.9872436523438,28.7017822265625,1770.47,28.11,284,33639
sxk3jk,40.9817504882813,28.7127685546875,1252.11,22.24,201,23790
sxk3jm,40.9872436523438,28.7127685546875,4490.95,41.34,710,85328
sxk3jn,40.9927368164063,28.7017822265625,3264.21,36.65,491,62020
sxk3jp,40.9982299804688,28.7017822265625,5589.32,49.43,817,106197
sxk3jq,40.9927368164063,28.7127685546875,5766.74,49.38,881,109568
sxk3jr,40.9982299804688,28.7127685546875,1072.63,40.77,153,20380
sxk3js,40.9817504882813,28.7237548828125,6201.68,35.7,917,117832
sxk3jt,40.9872436523438,28.7237548828125,5754.68,45.59,864,109339
sxk3ju,40.9817504882813,28.7347412109375,4900.84,40.04,765,93116
sxk3jv,40.9872436523438,28.7347412109375,78.95,22.79,24,1500
sxk3jw,40.9927368164063,28.7237548828125,703.05,41.58,105,13358
sxk3k1,41.0092163085938,28.6578369140625,6321.68,48.7,864,120112
sxk3k2,41.0037231445313,28.6688232421875,6257.53,44.55,879,118893
sxk3k3,41.0092163085938,28.6688232421875,3100.05,45.46,425,58901
sxk3k8,41.0037231445313,28.6798095703125,10081.47,51.66,1372,191548
sxk3k9,41.0092163085938,28.6798095703125,4964.32,59.68,653,94322
sxk3kb,41.0037231445313,28.6907958984375,4888.37,51.28,762,92879
sxk3kd,41.0147094726563,28.6798095703125,3859.26,72.01,477,73326
sxk3ke,41.0202026367188,28.6798095703125,4498.74,66.26,570,85476
sxk3kf,41.0147094726563,28.6907958984375,1926.63,37.09,292,36606
sxk3kg,41.0202026367188,28.6907958984375,1372.26,37.2,240,26073
sxk3ks,41.0256958007813,28.6798095703125,6106.0,54.42,804,116014
sxk3kt,41.0311889648438,28.6798095703125,2262.79,33.07,373,42993
sxk3ku,41.0256958007813,28.6907958984375,2369.21,45.02,374,45015
sxk3kv,41.0311889648438,28.6907958984375,4082.79,68.46,538,77573
sxk3kw,41.0366821289063,28.6798095703125,1803.79,35.26,297,34272
sxk3kx,41.0421752929688,28.6798095703125,2106.37,33.64,362,40021
sxk3ky,41.0366821289063,28.6907958984375,5046.37,65.79,630,95881
sxk3kz,41.0421752929688,28.6907958984375,5222.47,62.97,691,99227
sxk3m0,41.0037231445313,28.7017822265625,1674.11,26.31,257,31808
sxk3m1,41.0092163085938,28.7017822265625,1935.26,29.18,301,36770
sxk3m2,41.0037231445313,28.7127685546875,1059.05,34.51,156,20122
sxk3m4,41.0147094726563,28.7017822265625,693.95,24.49,151,13185
sxk3n4,40.9707641601563,28.7457275390625,87.16,35.79,34,1656
sxk3n5,40.9762573242188,28.7457275390625,5957.74,49.31,935,113197
sxk3ne,40.9762573242188,28.7677001953125,18.0,37.59,9,342
sxk3ng,40.9762573242188,28.7786865234375,483.47,37.36,82,9186
sxk3nh,40.9817504882813,28.7457275390625,3982.79,48.75,608,75673
sxk3nk,40.9817504882813,28.7567138671875,5698.53,54.38,856,108272
sxk3ns,40.9817504882813,28.7677001953125,2292.16,53.46,331,43551
sxk3nt,40.9872436523438,28.7677001953125,6247.37,49.05,889,118700
sxk3nu,40.9817504882813,28.7786865234375,439.68,32.52,74,8354
sxk3nv,40.9872436523438,28.7786865234375,5949.32,50.92,905,113037
sxk3nw,40.9927368164063,28.7677001953125,1007.05,25.97,157,19134
sxk3nx,40.9982299804688,28.7677001953125,796.89,25.17,110,15141
sxk3ny,40.9927368164063,28.7786865234375,1121.89,19.0,171,21316
sxk3nz,40.9982299804688,28.7786865234375,1065.95,19.83,191,20253
sxk3p3,40.9652709960938,28.8006591796875,1140.63,41.85,162,21672
sxk3p4,40.9707641601563,28.7896728515625,582.37,39.55,89,11065
sxk3p5,40.9762573242188,28.7896728515625,385.47,33.11,51,7324
sxk3p6,40.9707641601563,28.8006591796875,1077.95,45.29,146,20481
sxk3p7,40.9762573242188,28.8006591796875,852.79,44.31,132,16203
sxk3p9,40.9652709960938,28.8116455078125,1366.11,51.29,203,25956
sxk3pb,40.9597778320313,28.8226318359375,394.47,18.92,54,7495
sxk3pc,40.9652709960938,28.8226318359375,1361.79,52.28,199,25874
sxk3ph,40.9817504882813,28.7896728515625,334.16,24.85,43,6349
sxk3pj,40.9872436523438,28.7896728515625,6070.89,53.34,906,115347
sxk3pk,40.9817504882813,28.8006591796875,758.95,52.77,121,14420
sxk3pm,40.9872436523438,28.8006591796875,1241.0,37.04,159,23579
sxk3pn,40.9927368164063,28.7896728515625,5847.74,47.11,919,111107
sxk3pp,40.9982299804688,28.7896728515625,989.47,18.38,159,18800
sxk3pq,40.9927368164063,28.8006591796875,1066.16,43.61,190,20257
sxk3pr,40.9982299804688,28.8006591796875,6684.58,45.73,984,127007
sxk3pu,40.9817504882813,28.8226318359375,512.16,51.15,96,9731
sxk3pv,40.9872436523438,28.8226318359375,2120.26,60.42,346,40285
sxk3pw,40.9927368164063,28.8116455078125,3110.21,58.53,484,59094
sxk3px,40.9982299804688,28.8116455078125,6689.58,61.6,966,127102
sxk3py,40.9927368164063,28.8226318359375,9661.58,52.57,1470,183570
sxk3pz,40.9982299804688,28.8226318359375,5716.16,58.26,830,108607
sxk3q8,41.0037231445313,28.7677001953125,641.11,36.41,94,12181
sxk3q9,41.0092163085938,28.7677001953125,598.42,29.44,93,11370
sxk3qb,41.0037231445313,28.7786865234375,884.79,21.16,149,16811
sxk3qc,41.0092163085938,28.7786865234375,1053.26,23.17,146,20012
sxk3qd,41.0147094726563,28.7677001953125,879.95,52.08,122,16719
sxk3qe,41.0202026367188,28.7677001953125,1249.32,33.76,175,23737
sxk3qf,41.0147094726563,28.7786865234375,977.21,39.1,154,18567
sxk3qg,41.0202026367188,28.7786865234375,1367.16,43.37,206,25976
sxk3qp,41.0421752929688,28.7457275390625,21.11,46.29,6,380
sxk3qq,41.0366821289063,28.7567138671875,420.32,44.86,85,7986
sxk3qr,41.0421752929688,28.7567138671875,1097.11,39.75,170,20845
sxk3qs,41.0256958007813,28.7677001953125,1033.89,47.47,159,19644
sxk3qt,41.0311889648438,28.7677001953125,1710.79,33.9,270,32505
sxk3qu,41.0256958007813,28.7786865234375,671.16,35.93,115,12752
sxk3qv,41.0311889648438,28.7786865234375,485.05,29.64,115,9216
sxk3qw,41.0366821289063,28.7677001953125,1918.42,40.1,320,36450
sxk3qx,41.0421752929688,28.7677001953125,325.63,32.13,46,6187
sxk3qy,41.0366821289063,28.7786865234375,1052.84,33.67,182,20004
sxk3qz,41.0421752929688,28.7786865234375,1248.74,39.96,189,23726
sxk3r0,41.0037231445313,28.7896728515625,964.68,18.04,168,18329
sxk3r1,41.0092163085938,28.7896728515625,2258.21,22.44,355,42906
sxk3r2,41.0037231445313,28.8006591796875,1563.89,19.0,210,29714
sxk3r3,41.0092163085938,28.8006591796875,2439.89,23.01,363,46358
sxk3r4,41.0147094726563,28.7896728515625,1978.53,28.36,292,37592
sxk3r5,41.0202026367188,28.7896728515625,1488.37,23.79,206,28279
sxk3r6,41.0147094726563,28.8006591796875,1310.79,22.4,208,24905
sxk3r7,41.0202026367188,28.8006591796875,1246.0,22.03,197,23674
sxk3r8,41.0037231445313,28.8116455078125,5485.0,57.98,820,104215
sxk3r9,41.0092163085938,28.8116455078125,7267.47,47.11,1021,138082
sxk3rb,41.0037231445313,28.8226318359375,1344.0,23.47,205,25536
sxk3rc,41.0092163085938,28.8226318359375,2204.21,25.15,303,41880
sxk3rd,41.0147094726563,28.8116455078125,5451.89,63.93,750,103586
sxk3re,41.0202026367188,28.8116455078125,5549.21,64.69,729,105435
sxk3rf,41.0147094726563,28.8226318359375,3074.68,25.11,411,58419
sxk3rg,41.0202026367188,28.8226318359375,1977.0,26.54,310,37563
sxk3rh,41.0256958007813,28.7896728515625,2231.0,35.33,334,42389
sxk3rj,41.0311889648438,28.7896728515625,2470.11,37.65,363,46932
sxk3rk,41.0256958007813,28.8006591796875,985.53,18.31,146,18725
sxk3rm,41.0311889648438,28.8006591796875,2771.95,28.4,359,52667
sxk3rn,41.0366821289063,28.7896728515625,2199.89,28.74,319,41798
sxk3rp,41.0421752929688,28.7896728515625,952.84,37.3,135,18104
sxk3rq,41.0366821289063,28.8006591796875,1176.16,23.97,151,22347
sxk3rr,41.0421752929688,28.8006591796875,1326.11,33.2,180,25196
sxk3rs,41.0256958007813,28.8116455078125,9641.89,42.75,1302,183196
sxk3rt,41.0311889648438,28.8116455078125,8134.95,53.39,1059,154564
sxk3ru,41.0256958007813,28.8226318359375,1242.68,26.48,206,23611
sxk3rv,41.0311889648438,28.8226318359375,1836.11,24.64,255,34886
sxk3rw,41.0366821289063,28.8116455078125,6833.68,62.98,885,129840
sxk3rx,41.0421752929688,28.8116455078125,7135.05,53.7,919,135566
sxk3ry,41.0366821289063,28.8226318359375,1161.21,19.25,183,22063
sxk3rz,41.0421752929688,28.8226318359375,1270.26,23.77,208,24135
sxk3s1,41.0531616210938,28.6578369140625,853.0,64.83,172,16207
sxk3s2,41.0476684570313,28.6688232421875,1464.79,40.59,264,27831
sxk3s3,41.0531616210938,28.6688232421875,6396.79,56.72,955,121539
sxk3s4,41.0586547851563,28.6578369140625,4893.84,58.23,669,92983
sxk3s5,41.0641479492188,28.6578369140625,3056.26,59.85,429,58069
sxk3s6,41.0586547851563,28.6688232421875,1921.32,34.95,339,36505
sxk3s7,41.0641479492188,28.6688232421875,2261.05,34.26,365,42960
sxk3s8,41.0476684570313,28.6798095703125,1195.63,36.6,226,22717
sxk3s9,41.0531616210938,28.6798095703125,8243.95,59.16,1023,156635
sxk3sb,41.0476684570313,28.6907958984375,5398.84,53.02,693,102578
sxk3sc,41.0531616210938,28.6907958984375,3056.63,53.75,423,58076
sxk3sd,41.0586547851563,28.6798095703125,304.32,57.6,61,5782
sxk3se,41.0641479492188,28.6798095703125,1309.95,33.34,181,24889
sxk3sf,41.0586547851563,28.6907958984375,5957.0,57.0,793,113183
sxk3sg,41.0641479492188,28.6907958984375,375.47,31.42,52,7134
sxk3sh,41.0696411132813,28.6578369140625,1419.68,39.76,219,26974
sxk3sj,41.0751342773438,28.6578369140625,1567.05,39.43,264,29774
sxk3sk,41.0696411132813,28.6688232421875,785.21,35.05,136,14919
sxk3sn,41.0806274414063,28.6578369140625,1209.68,58.2,204,22984
sxk3sp,41.0861206054688,28.6578369140625,338.74,54.17,76,6436
sxk3ss,41.0696411132813,28.6798095703125,459.68,30.49,80,8734
sxk3su,41.0696411132813,28.6907958984375,1468.26,32.95,216,27897
sxk3sv,41.0751342773438,28.6907958984375,834.05,29.94,126,15847
sxk3t3,41.0531616210938,28.7127685546875,4284.53,59.86,617,81406
sxk3t4,41.0586547851563,28.7017822265625,8224.47,55.04,1086,156265
sxk3t5,41.0641479492188,28.7017822265625,1212.68,34.55,197,23041
sxk3t6,41.0586547851563,28.7127685546875,7416.37,54.21,1005,140911
sxk3t7,41.0641479492188,28.7127685546875,562.47,33.64,108,10687
sxk3t9,41.0531616210938,28.7237548828125,8082.42,55.1,1097,153566
sxk3tc,41.0531616210938,28.7347412109375,227.84,50.84,45,4329
sxk3td,41.0586547851563,28.7237548828125,1104.21,40.72,165,20980
sxk3tf,41.0586547851563,28.7347412109375,6576.63,61.39,897,124956
sxk3tg,41.0641479492188,28.7347412109375,1657.79,47.63,226,31498
sxk3th,41.0696411132813,28.7017822265625,261.05,43.52,54,4960
sxk3tk,41.0696411132813,28.7127685546875,528.16,31.21,110,10035
sxk3tm,41.0751342773438,28.7127685546875,267.11,31.72,61,5075
sxk3tq,41.0806274414063,28.7127685546875,17.33,38.49,5,312
sxk3tr,41.0861206054688,28.7127685546875,6.24,26.17,3,106
sxk3w0,41.0476684570313,28.7457275390625,282.0,40.8,51,5358
sxk3w1,41.0531616210938,28.7457275390625,374.05,44.16,62,7107
sxk3w2,41.0476684570313,28.7567138671875,693.53,57.54,119,13177
sxk3w3,41.0531616210938,28.7567138671875,961.0,41.98,158,18259
sxk3w4,41.0586547851563,28.7457275390625,2435.84,45.5,317,46281
sxk3w5,41.0641479492188,28.7457275390625,7645.53,51.81,1018,145265
sxk3w6,41.0586547851563,28.7567138671875,5413.53,52.79,718,102857
sxk3w7,41.0641479492188,28.7567138671875,3751.11,56.8,503,71271
sxk3w8,41.0476684570313,28.7677001953125,274.63,38.53,42,5218
sxk3wb,41.0476684570313,28.7786865234375,1153.16,35.57,189,21910
sxk3wc,41.0531616210938,28.7786865234375,723.11,36.5,132,13739
sxk3wd,41.0586547851563,28.7677001953125,513.32,52.83,81,9753
sxk3we,41.0641479492188,28.7677001953125,6684.68,63.75,900,127009
sxk3wf,41.0586547851563,28.7786865234375,899.58,32.45,180,17092
sxk3wg,41.0641479492188,28.7786865234375,6733.47,62.66,956,127936
sxk3wk,41.0696411132813,28.7567138671875,426.63,32.71,71,8106
sxk3wm,41.0751342773438,28.7567138671875,161.74,34.8,34,3073
sxk3wq,41.0806274414063,28.7567138671875,71.16,40.53,19,1352
sxk3ws,41.0696411132813,28.7677001953125,534.05,70.62,80,10147
sxk3wt,41.0751342773438,28.7677001953125,596.95,63.62,101,11342
sxk3ww,41.0806274414063,28.7677001953125,762.47,39.17,135,14487
sxk3wx,41.0861206054688,28.7677001953125,54.26,62.66,23,1031
sxk3wy,41.0806274414063,28.7786865234375,157.32,33.47,41,2989
sxk3wz,41.0861206054688,28.7786865234375,673.53,57.62,121,12797
sxk3x0,41.0476684570313,28.7896728515625,1666.89,42.49,241,31671
sxk3x1,41.0531616210938,28.7896728515625,1981.32,30.56,240,37645
sxk3x2,41.0476684570313,28.8006591796875,2990.68,30.2,409,56823
sxk3x3,41.0531616210938,28.8006591796875,950.79,17.22,122,18065
sxk3x4,41.0586547851563,28.7896728515625,2051.63,32.49,286,38981
sxk3x5,41.0641479492188,28.7896728515625,8109.74,50.66,1015,154085
sxk3x6,41.0586547851563,28.8006591796875,1036.89,25.7,135,19701
sxk3x7,41.0641479492188,28.8006591796875,9062.79,50.17,1139,172193
sxk3x8,41.0476684570313,28.8116455078125,9183.89,45.44,1259,174494
sxk3x9,41.0531616210938,28.8116455078125,6461.11,58.01,813,122761
sxk3xb,41.0476684570313,28.8226318359375,1937.0,30.28,283,36803
sxk3xc,41.0531616210938,28.8226318359375,1269.0,32.39,286,24111
sxk3xd,41.0586547851563,28.8116455078125,11440.37,50.79,1342,217367
sxk3xe,41.0641479492188,28.8116455078125,11770.63,52.6,1415,223642
sxk3xf,41.0586547851563,28.8226318359375,1226.95,32.89,258,23312
sxk3xg,41.0641479492188,28.8226318359375,6683.58,60.01,832,126988
sxk3xh,41.0696411132813,28.7896728515625,1348.53,45.03,225,25622
sxk3xj,41.0751342773438,28.7896728515625,1747.05,39.06,303,33194
sxk3xk,41.0696411132813,28.8006591796875,754.63,39.84,158,14338
sxk3xn,41.0806274414063,28.7896728515625,1600.53,34.93,281,30410
sxk3xp,41.0861206054688,28.7896728515625,885.0,41.0,143,16815
sxk3xq,41.0806274414063,28.8006591796875,627.42,53.54,140,11921
sxk3xr,41.0861206054688,28.8006591796875,1960.63,46.11,342,37252
sxk3xs,41.0696411132813,28.8116455078125,7063.32,61.89,953,134203
sxk3xt,41.0751342773438,28.8116455078125,5603.63,72.14,737,106469
sxk3xu,41.0696411132813,28.8226318359375,2060.37,63.94,380,39147
sxk3xw,41.0806274414063,28.8116455078125,5425.58,77.17,713,103086
sxk3xx,41.0861206054688,28.8116455078125,4305.37,82.59,538,81802
sxk3yb,41.0916137695313,28.7786865234375,63.05,69.63,12,1198
sxk3yc,41.0971069335938,28.7786865234375,104.11,36.15,21,1978
sxk3yf,41.1026000976563,28.7786865234375,147.37,28.31,27,2800
sxk3yg,41.1080932617188,28.7786865234375,520.16,37.88,71,9883
sxk3yu,41.1135864257813,28.7786865234375,231.05,38.56,41,4390
sxk3z0,41.0916137695313,28.7896728515625,1418.63,42.77,238,26954
sxk3z1,41.0971069335938,28.7896728515625,1360.11,38.98,204,25842
sxk3z2,41.0916137695313,28.8006591796875,1409.95,42.39,250,26789
sxk3z3,41.0971069335938,28.8006591796875,302.84,56.86,57,5754
sxk3z4,41.1026000976563,28.7896728515625,788.32,43.97,135,14978
sxk3z5,41.1080932617188,28.7896728515625,411.21,45.33,72,7813
sxk3z6,41.1026000976563,28.8006591796875,1187.68,46.37,208,22566
sxk3z7,41.1080932617188,28.8006591796875,1042.37,48.58,159,19805
sxk3z8,41.0916137695313,28.8116455078125,3985.79,85.42,450,75730
sxk3z9,41.0971069335938,28.8116455078125,3859.68,88.04,434,73334
sxk3zd,41.1026000976563,28.8116455078125,3918.05,84.39,436,74443
sxk3ze,41.1080932617188,28.8116455078125,3213.89,89.7,384,61064
sxk3zh,41.1135864257813,28.7896728515625,393.95,30.09,55,7485
sxk3zr,41.1300659179688,28.8006591796875,2551.53,90.7,250,48479
sxk3zs,41.1135864257813,28.8116455078125,3790.95,87.94,416,72028
sxk3zt,41.1190795898438,28.8116455078125,3244.74,89.14,348,61650
sxk3zu,41.1135864257813,28.8226318359375,517.37,75.41,118,9830
sxk3zv,41.1190795898438,28.8226318359375,413.58,76.38,81,7858
sxk3zw,41.1245727539063,28.8116455078125,3389.42,91.06,363,64399
sxk3zx,41.1300659179688,28.8116455078125,1918.95,89.88,193,36460
sxk3zz,41.1300659179688,28.8226318359375,1288.84,57.38,182,24488
sxk406,41.1465454101563,28.1414794921875,107.84,90.05,22,2049
sxk407,41.1520385742188,28.1414794921875,1043.32,90.78,154,19823
sxk408,41.1355590820313,28.1524658203125,1275.32,86.14,185,24231
sxk409,41.1410522460938,28.1524658203125,892.32,85.53,140,16954
sxk40d,41.1465454101563,28.1524658203125,414.74,87.92,62,7880
sxk40j,41.1630249023438,28.1304931640625,1444.53,90.01,211,27446
sxk40k,41.1575317382813,28.1414794921875,1006.32,91.39,148,19120
sxk40m,41.1630249023438,28.1414794921875,226.95,89.56,36,4312
sxk40n,41.1685180664063,28.1304931640625,518.32,89.08,79,9848
sxk442,41.1355590820313,28.2293701171875,421.79,88.8,64,8014
sxk448,41.1355590820313,28.2403564453125,880.74,90.49,117,16734
sxk449,41.1410522460938,28.2403564453125,46.21,89.06,8,878
sxk44b,41.1355590820313,28.2513427734375,27.17,89.92,6,489
sxk44c,41.1410522460938,28.2513427734375,930.37,92.11,125,17677
sxk451,41.1410522460938,28.2623291015625,571.32,92.04,85,10855
sxk452,41.1355590820313,28.2733154296875,2.0,28.85,1,26
sxk454,41.1465454101563,28.2623291015625,557.37,91.57,90,10590
sxk456,41.1465454101563,28.2733154296875,939.11,88.06,137,17843
sxk458,41.1355590820313,28.2843017578125,109.16,66.32,21,2074
sxk459,41.1410522460938,28.2843017578125,374.74,87.44,58,7120
sxk45b,41.1355590820313,28.2952880859375,138.26,69.2,27,2627
sxk45c,41.1410522460938,28.2952880859375,1203.53,87.61,166,22867
sxk45d,41.1465454101563,28.2843017578125,628.63,90.79,88,11944
sxk45f,41.1465454101563,28.2952880859375,77.53,66.56,16,1473
sxk4h1,41.1410522460938,28.3062744140625,858.47,87.59,123,16311
sxk4h3,41.1410522460938,28.3172607421875,404.74,82.45,62,7690
sxk4h4,41.1465454101563,28.3062744140625,1.55,81.29,1,17
sxk4h6,41.1465454101563,28.3172607421875,938.16,87.95,121,17825
sxk4hd,41.1465454101563,28.3282470703125,1090.79,89.75,155,20725
sxk4he,41.1520385742188,28.3282470703125,90.21,86.26,19,1714
sxk4hf,41.1465454101563,28.3392333984375,3.65,87.43,3,62
sxk4hg,41.1520385742188,28.3392333984375,1053.16,93.44,145,20010
sxk4j5,41.1520385742188,28.3502197265625,210.74,92.84,31,4004
sxk4jh,41.1575317382813,28.3502197265625,1011.26,92.32,136,19214
sxk4jk,41.1575317382813,28.3612060546875,350.05,93.25,48,6651
sxk4jm,41.1630249023438,28.3612060546875,1024.47,89.7,138,19465
sxk4jt,41.1630249023438,28.3721923828125,714.79,90.85,98,13581
sxk4jw,41.1685180664063,28.3721923828125,512.47,90.54,73,9737
sxk4jy,41.1685180664063,28.3831787109375,578.05,89.24,92,10983
sxk4nn,41.1685180664063,28.3941650390625,1.0,96.38,1,8
sxk4nq,41.1685180664063,28.4051513671875,77.16,95.95,17,1466
sxk4nw,41.1685180664063,28.4161376953125,128.79,96.47,25,2447
sxk4ny,41.1685180664063,28.4271240234375,177.16,92.26,33,3366
sxk4nz,41.1740112304688,28.4271240234375,799.05,89.54,107,15182
sxk4pb,41.1355590820313,28.4710693359375,521.68,40.88,81,9912
sxk4pc,41.1410522460938,28.4710693359375,321.95,51.74,59,6117
sxk4pd,41.1465454101563,28.4600830078125,257.95,41.69,44,4901
sxk4pe,41.1520385742188,28.4600830078125,194.16,45.45,36,3689
sxk4pf,41.1465454101563,28.4710693359375,931.47,81.55,139,17698
sxk4pg,41.1520385742188,28.4710693359375,810.74,89.03,133,15404
sxk4pk,41.1575317382813,28.4490966796875,109.0,39.56,24,2071
sxk4pm,41.1630249023438,28.4490966796875,186.0,55.91,31,3534
sxk4pp,41.1740112304688,28.4381103515625,1017.84,91.03,131,19339
sxk4pq,41.1685180664063,28.4490966796875,176.79,41.78,35,3359
sxk4pr,41.1740112304688,28.4490966796875,1124.26,89.8,144,21361
sxk4ps,41.1575317382813,28.4600830078125,656.47,67.14,95,12473
sxk4pt,41.1630249023438,28.4600830078125,792.37,59.32,139,15055
sxk4pu,41.1575317382813,28.4710693359375,77.89,81.8,15,1480
sxk4pv,41.1630249023438,28.4710693359375,738.95,59.06,144,14040
sxk4pw,41.1685180664063,28.4600830078125,269.84,90.74,45,5127
sxk4px,41.1740112304688,28.4600830078125,1283.89,91.81,173,24394
sxk4py,41.1685180664063,28.4710693359375,1601.63,84.76,227,30431
sxk4pz,41.1740112304688,28.4710693359375,149.95,92.37,24,2849
sxk4r2,41.1795043945313,28.4490966796875,125.63,57.53,25,2387
sxk4r3,41.1849975585938,28.4490966796875,124.79,50.07,28,2371
sxk4r6,41.1904907226563,28.4490966796875,142.11,31.73,31,2700
sxk4r7,41.1959838867188,28.4490966796875,116.05,41.74,22,2205
sxk4r8,41.1795043945313,28.4600830078125,231.21,90.26,37,4393
sxk4r9,41.1849975585938,28.4600830078125,239.47,87.15,37,4550
sxk4rd,41.1904907226563,28.4600830078125,215.63,92.11,35,4097
sxk4re,41.1959838867188,28.4600830078125,213.32,92.82,35,4053
sxk4rk,41.2014770507813,28.4490966796875,118.05,26.55,21,2243
sxk4rm,41.2069702148438,28.4490966796875,72.05,55.59,15,1369
sxk4rq,41.2124633789063,28.4490966796875,94.53,49.42,18,1796
sxk4rr,41.2179565429688,28.4490966796875,52.68,62.08,11,1001
sxk4rs,41.2014770507813,28.4600830078125,181.05,93.44,27,3440
sxk4rt,41.2069702148438,28.4600830078125,188.63,92.49,32,3584
sxk4ru,41.2014770507813,28.4710693359375,54.26,88.6,17,1031
sxk4rv,41.2069702148438,28.4710693359375,11.12,83.48,5,189
sxk4rw,41.2124633789063,28.4600830078125,206.84,91.53,32,3930
sxk4rx,41.2179565429688,28.4600830078125,428.47,59.99,63,8141
sxk4rz,41.2179565429688,28.4710693359375,221.32,80.08,38,4205
sxk4x8,41.2234497070313,28.4600830078125,176.16,34.43,28,3347
sxk4xb,41.2234497070313,28.4710693359375,165.63,84.08,31,3147
sxk600,41.1355590820313,28.4820556640625,570.47,92.66,93,10839
sxk601,41.1410522460938,28.4820556640625,769.26,88.38,126,14616
sxk602,41.1355590820313,28.4930419921875,288.16,94.05,46,5475
sxk604,41.1465454101563,28.4820556640625,1.57,79.82,1,11
sxk60m,41.1630249023438,28.4930419921875,1275.84,92.03,161,24241
sxk60n,41.1685180664063,28.4820556640625,1628.53,84.7,236,30942
sxk60q,41.1685180664063,28.4930419921875,581.37,91.05,77,11046
sxk60t,41.1630249023438,28.5040283203125,1595.21,92.07,215,30309
sxk60v,41.1630249023438,28.5150146484375,1470.53,92.32,200,27940
sxk61j,41.1630249023438,28.5260009765625,689.42,91.87,91,13099
sxk61n,41.1685180664063,28.5260009765625,1340.89,93.03,161,25477
sxk61q,41.1685180664063,28.5369873046875,1625.84,90.91,204,30891
sxk61w,41.1685180664063,28.5479736328125,1060.63,90.43,135,20152
sxk61x,41.1740112304688,28.5479736328125,1325.58,91.55,177,25186
sxk61z,41.1740112304688,28.5589599609375,1129.37,92.02,141,21458
sxk63b,41.1795043945313,28.5589599609375,1587.58,92.94,233,30164
sxk63c,41.1849975585938,28.5589599609375,72.26,93.94,13,1373
sxk652,41.1355590820313,28.6248779296875,1248.74,65.34,206,23726
sxk653,41.1410522460938,28.6248779296875,941.32,65.5,145,17885
sxk655,41.1520385742188,28.6138916015625,905.79,35.03,147,17210
sxk656,41.1465454101563,28.6248779296875,1080.32,65.64,165,20526
sxk657,41.1520385742188,28.6248779296875,316.42,54.82,53,6012
sxk660,41.1795043945313,28.5699462890625,40.79,82.2,10,775
sxk661,41.1849975585938,28.5699462890625,1566.58,88.28,218,29765
sxk664,41.1904907226563,28.5699462890625,1145.0,84.72,167,21755
sxk665,41.1959838867188,28.5699462890625,1316.89,84.24,187,25021
sxk66h,41.2014770507813,28.5699462890625,998.21,88.33,135,18966
sxk66k,41.2014770507813,28.5809326171875,744.84,89.08,103,14152
sxk66m,41.2069702148438,28.5809326171875,1550.63,91.62,224,29462
sxk66q,41.2124633789063,28.5809326171875,537.84,91.97,74,10219
sxk66u,41.2014770507813,28.6029052734375,67.42,76.92,15,1281
sxk66v,41.2069702148438,28.6029052734375,467.32,75.88,61,8879
sxk66w,41.2124633789063,28.5919189453125,1506.63,91.29,212,28626
sxk66x,41.2179565429688,28.5919189453125,836.58,90.26,111,15895
sxk66y,41.2124633789063,28.6029052734375,575.05,75.63,82,10926
sxk66z,41.2179565429688,28.6029052734375,2089.0,75.67,289,39691
sxk675,41.1959838867188,28.6138916015625,555.05,60.27,82,10546
sxk676,41.1904907226563,28.6248779296875,520.89,50.27,109,9897
sxk677,41.1959838867188,28.6248779296875,75.47,60.61,17,1434
sxk67d,41.1904907226563,28.6358642578125,464.89,47.49,112,8833
sxk67f,41.1904907226563,28.6468505859375,389.21,75.07,105,7395
sxk67h,41.2014770507813,28.6138916015625,487.95,70.53,67,9271
sxk680,41.2234497070313,28.4820556640625,285.42,85.91,47,5423
sxk682,41.2234497070313,28.4930419921875,62.58,88.64,13,1189
sxk683,41.2289428710938,28.4930419921875,272.74,80.17,41,5182
sxk689,41.2289428710938,28.5040283203125,176.32,79.31,25,3350
sxk68c,41.2289428710938,28.5150146484375,316.47,80.56,50,6013
sxk68d,41.2344360351563,28.5040283203125,272.47,85.56,50,5177
sxk691,41.2289428710938,28.5260009765625,269.21,80.43,42,5115
sxk693,41.2289428710938,28.5369873046875,220.95,86.27,32,4198
sxk699,41.2289428710938,28.5479736328125,166.21,91.12,25,3158
sxk69d,41.2344360351563,28.5479736328125,140.89,87.6,21,2677
sxk69f,41.2344360351563,28.5589599609375,118.16,88.89,18,2245
sxk69g,41.2399291992188,28.5589599609375,171.16,80.23,26,3252
sxk69u,41.2454223632813,28.5589599609375,144.84,73.86,24,2752
